"vals","group",".sample"
0.769408129313129,2,2
0.809383402220138,1,2
0.746523212949416,1,2
0.801867951445815,1,2
0.773990106342696,1,2
0.802481672219973,1,2
0.808292974637646,2,2
0.756356407971432,1,2
0.81205130792267,1,2
0.791261738882427,1,2
0.729630074890179,1,2
0.797248711953371,2,2
0.7354411367246,2,2
0.787813709405971,2,2
0.789147748517322,1,2
0.792752311968974,1,2
0.785825332945026,1,2
0.821340282431606,2,2
0.794036713796616,1,2
0.800042651971356,2,2
0.709704497187995,2,2
0.816969617415738,1,2
0.782924610981997,1,2
0.821722765044868,2,2
0.712696968907871,2,2
0.813545700911913,2,2
0.775374764154501,1,2
0.810130511182634,1,2
0.831943251341541,2,2
0.754822115793968,2,2
0.803240957168479,2,2
0.769445398572841,2,2
0.771312862677041,1,2
0.73329823610414,2,2
0.831916528709193,1,2
0.825846508878554,1,2
0.761424513827128,1,2
0.786025005553336,1,2
0.747220115161163,1,2
0.775418979829035,2,2
0.793100576252317,1,2
0.747821193037762,2,2
0.821369869975947,2,2
0.752506712246023,2,2
0.730686175915154,2,2
0.853250974907969,2,2
0.810230783024473,2,2
0.83385847683974,2,2
0.829391064505025,2,2
0.775771297218294,2,2
0.804157380798187,1,2
0.839921529344841,1,2
0.777949347563341,1,2
0.791303589184719,2,2
0.874633068461647,1,3
0.827648109602894,1,3
0.864416676533689,1,3
0.833089947812675,1,3
0.83239590926548,1,3
0.78898364746678,1,3
0.851984983553606,1,3
0.796312901300284,2,3
0.779098232965028,2,3
0.852206198544543,2,3
0.849536375620708,1,3
0.786658749479801,2,3
0.894597065661668,1,3
0.792569518241283,1,3
0.862067974613994,1,3
0.795233655869775,2,3
0.808590939570715,1,3
0.832030283049274,1,3
0.797939902735902,2,3
0.799801387281848,1,3
0.809766928807787,2,3
0.823212386112528,2,3
0.808182770778672,2,3
0.858875283693478,2,3
0.806015945617413,2,3
0.798558954132949,2,3
0.818511617090089,1,3
0.850827102847987,1,3
0.863536634377808,2,3
0.827801973186199,2,3
0.804227687053104,2,3
0.816229462504506,2,3
0.823978156458022,2,3
0.805218383189179,2,3
0.763645975662168,2,3
0.790391336312494,2,3
0.811940825999539,1,3
0.794574044495464,2,3
0.840183055567893,2,3
0.82246860252866,2,3
0.830867212074578,1,3
0.804673264996015,2,3
0.828607430363441,1,3
0.84927911649513,2,3
0.792372850319097,1,3
0.848839159625852,2,3
0.793672389357492,1,3
0.794808593885162,2,3
0.768392812330089,1,3
0.827014385169962,2,3
0.795568728667252,1,3
0.831938270350956,2,3
0.81801700177602,1,3
0.827292937038619,2,3
0.822475266218465,2,3
0.848303445786103,2,3
0.817564351465253,2,3
0.857717083414793,1,3
0.801179804400629,2,3
0.794901315307554,2,3
0.821782886387986,2,3
0.810890932511094,1,3
0.768933902861093,1,3
0.837377449314766,2,3
0.820102970910455,1,3
0.822100871487764,2,3
0.860351819768306,2,3
0.816419192990608,2,3
0.791870400413163,2,3
0.813482661780804,1,3
0.810938954016372,2,3
0.841999772706915,2,3
0.872465181479058,2,3
0.839394641282869,2,3
0.748703489741541,2,3
0.808117204731407,2,3
0.805266731897602,1,3
0.80466242581617,1,3
0.797895670260192,1,3
0.819943957124704,1,3
0.848748076576941,1,3
0.816007769018031,1,3
0.839377976875137,2,3
0.820554340253804,2,3
0.808416868440449,1,3
0.816532200658871,1,3
0.86335219006408,2,3
0.796581205582558,2,3
0.813757784570927,2,3
0.840150774402948,1,3
0.873484778232312,1,3
0.767588168518955,1,3
0.856129562277583,1,3
0.788094725876293,1,3
0.876441339207333,1,3
0.807787930755892,2,3
0.849150151999179,2,3
0.75538457697367,2,3
0.757663503545662,1,3
0.786255039156239,2,3
0.714967273811377,1,3
0.789525257495725,1,3
0.740439191892549,1,3
0.779650400719739,1,3
0.773852100512475,2,3
0.825774204815933,1,3
0.850785218076366,1,3
0.739048947367772,2,3
0.822025606917572,1,3
0.744283594471953,2,3
0.815319205425719,1,3
0.807186734617383,1,3
0.82298151507777,1,3
0.838224288374631,2,3
0.817620817099188,1,3
0.845232585930924,1,3
0.720793462134023,1,3
0.730780195506336,1,3
0.838746603005581,1,3
0.766455641854755,1,3
0.828840089903635,1,3
0.811108915684505,2,3
0.756861726323126,2,3
0.827755548202309,2,3
0.752676049641431,1,3
0.806417253403828,2,3
0.845452758901481,2,3
0.760466894800414,1,3
0.826309692515952,2,3
0.804465668991751,2,3
0.824897140704294,1,3
0.764545317698085,2,3
0.820553261615324,1,3
0.798359142604782,1,3
0.797654308364658,2,3
0.797201238950729,1,3
0.825494739999261,2,3
0.795390965506286,1,3
0.769408129313129,1,3
0.809383402220138,2,3
0.746523212949416,1,3
0.801867951445815,1,3
0.773990106342696,1,3
0.802481672219973,2,3
0.808292974637646,2,3
0.756356407971432,2,3
0.81205130792267,2,3
0.791261738882427,2,3
0.729630074890179,2,3
0.797248711953371,1,3
0.7354411367246,1,3
0.787813709405971,1,3
0.789147748517322,1,3
0.792752311968974,2,3
0.785825332945026,1,3
0.821340282431606,1,3
0.794036713796616,2,3
0.800042651971356,2,3
0.709704497187995,1,3
0.816969617415738,2,3
0.782924610981997,1,3
0.821722765044868,1,3
0.712696968907871,1,3
0.813545700911913,2,3
0.775374764154501,1,3
0.810130511182634,2,3
0.831943251341541,1,3
0.754822115793968,2,3
0.803240957168479,1,3
0.769445398572841,2,3
0.771312862677041,2,3
0.73329823610414,1,3
0.831916528709193,2,3
0.825846508878554,2,3
0.761424513827128,1,3
0.786025005553336,1,3
0.747220115161163,2,3
0.775418979829035,2,3
0.793100576252317,1,3
0.747821193037762,1,3
0.821369869975947,1,3
0.752506712246023,2,3
0.730686175915154,2,3
0.853250974907969,2,3
0.810230783024473,2,3
0.83385847683974,1,3
0.829391064505025,2,3
0.775771297218294,1,3
0.804157380798187,1,3
0.839921529344841,1,3
0.777949347563341,1,3
0.791303589184719,2,3
0.874633068461647,1,4
0.827648109602894,1,4
0.864416676533689,1,4
0.833089947812675,1,4
0.83239590926548,1,4
0.78898364746678,1,4
0.851984983553606,1,4
0.796312901300284,1,4
0.779098232965028,1,4
0.852206198544543,1,4
0.849536375620708,1,4
0.786658749479801,1,4
0.894597065661668,1,4
0.792569518241283,1,4
0.862067974613994,1,4
0.795233655869775,1,4
0.808590939570715,1,4
0.832030283049274,1,4
0.797939902735902,1,4
0.799801387281848,1,4
0.809766928807787,1,4
0.823212386112528,1,4
0.808182770778672,1,4
0.858875283693478,1,4
0.806015945617413,1,4
0.798558954132949,1,4
0.818511617090089,1,4
0.850827102847987,1,4
0.863536634377808,1,4
0.827801973186199,1,4
0.804227687053104,1,4
0.816229462504506,1,4
0.823978156458022,1,4
0.805218383189179,1,4
0.763645975662168,1,4
0.790391336312494,1,4
0.811940825999539,1,4
0.794574044495464,1,4
0.840183055567893,1,4
0.82246860252866,1,4
0.830867212074578,1,4
0.804673264996015,1,4
0.828607430363441,1,4
0.84927911649513,1,4
0.792372850319097,1,4
0.848839159625852,1,4
0.793672389357492,1,4
0.794808593885162,1,4
0.768392812330089,1,4
0.827014385169962,1,4
0.795568728667252,1,4
0.831938270350956,1,4
0.81801700177602,1,4
0.827292937038619,1,4
0.822475266218465,1,4
0.848303445786103,1,4
0.817564351465253,1,4
0.857717083414793,1,4
0.801179804400629,1,4
0.794901315307554,1,4
0.821782886387986,1,4
0.810890932511094,1,4
0.768933902861093,1,4
0.837377449314766,1,4
0.820102970910455,1,4
0.822100871487764,1,4
0.860351819768306,1,4
0.816419192990608,1,4
0.791870400413163,1,4
0.813482661780804,1,4
0.810938954016372,1,4
0.841999772706915,1,4
0.872465181479058,1,4
0.839394641282869,1,4
0.748703489741541,1,4
0.808117204731407,1,4
0.805266731897602,1,4
0.80466242581617,1,4
0.797895670260192,1,4
0.819943957124704,1,4
0.848748076576941,1,4
0.816007769018031,1,4
0.839377976875137,1,4
0.820554340253804,1,4
0.808416868440449,1,4
0.816532200658871,1,4
0.86335219006408,1,4
0.796581205582558,1,4
0.813757784570927,1,4
0.840150774402948,1,4
0.873484778232312,1,4
0.767588168518955,1,4
0.856129562277583,1,4
0.788094725876293,1,4
0.876441339207333,1,4
0.807787930755892,1,4
0.849150151999179,2,4
0.75538457697367,2,4
0.757663503545662,2,4
0.786255039156239,2,4
0.714967273811377,2,4
0.789525257495725,2,4
0.740439191892549,2,4
0.779650400719739,2,4
0.773852100512475,2,4
0.825774204815933,2,4
0.850785218076366,2,4
0.739048947367772,2,4
0.822025606917572,2,4
0.744283594471953,2,4
0.815319205425719,2,4
0.807186734617383,2,4
0.82298151507777,2,4
0.838224288374631,2,4
0.817620817099188,2,4
0.845232585930924,2,4
0.720793462134023,2,4
0.730780195506336,2,4
0.838746603005581,2,4
0.766455641854755,2,4
0.828840089903635,2,4
0.811108915684505,2,4
0.756861726323126,2,4
0.827755548202309,2,4
0.752676049641431,2,4
0.806417253403828,2,4
0.845452758901481,2,4
0.760466894800414,2,4
0.826309692515952,2,4
0.804465668991751,2,4
0.824897140704294,2,4
0.764545317698085,2,4
0.820553261615324,2,4
0.798359142604782,2,4
0.797654308364658,2,4
0.797201238950729,2,4
0.825494739999261,2,4
0.795390965506286,2,4
0.769408129313129,2,4
0.809383402220138,2,4
0.746523212949416,2,4
0.801867951445815,2,4
0.773990106342696,2,4
0.802481672219973,2,4
0.808292974637646,2,4
0.756356407971432,2,4
0.81205130792267,2,4
0.791261738882427,2,4
0.729630074890179,2,4
0.797248711953371,2,4
0.7354411367246,2,4
0.787813709405971,2,4
0.789147748517322,2,4
0.792752311968974,2,4
0.785825332945026,2,4
0.821340282431606,2,4
0.794036713796616,2,4
0.800042651971356,2,4
0.709704497187995,2,4
0.816969617415738,2,4
0.782924610981997,2,4
0.821722765044868,2,4
0.712696968907871,2,4
0.813545700911913,2,4
0.775374764154501,2,4
0.810130511182634,2,4
0.831943251341541,2,4
0.754822115793968,2,4
0.803240957168479,2,4
0.769445398572841,2,4
0.771312862677041,2,4
0.73329823610414,2,4
0.831916528709193,2,4
0.825846508878554,2,4
0.761424513827128,2,4
0.786025005553336,2,4
0.747220115161163,2,4
0.775418979829035,2,4
0.793100576252317,2,4
0.747821193037762,2,4
0.821369869975947,2,4
0.752506712246023,2,4
0.730686175915154,2,4
0.853250974907969,2,4
0.810230783024473,2,4
0.83385847683974,2,4
0.829391064505025,2,4
0.775771297218294,2,4
0.804157380798187,2,4
0.839921529344841,2,4
0.777949347563341,2,4
0.791303589184719,2,4
0.874633068461647,2,5
0.827648109602894,2,5
0.864416676533689,2,5
0.833089947812675,2,5
0.83239590926548,2,5
0.78898364746678,1,5
0.851984983553606,2,5
0.796312901300284,2,5
0.779098232965028,1,5
0.852206198544543,1,5
0.849536375620708,1,5
0.786658749479801,1,5
0.894597065661668,1,5
0.792569518241283,2,5
0.862067974613994,2,5
0.795233655869775,2,5
0.808590939570715,1,5
0.832030283049274,2,5
0.797939902735902,2,5
0.799801387281848,1,5
0.809766928807787,2,5
0.823212386112528,1,5
0.808182770778672,2,5
0.858875283693478,1,5
0.806015945617413,1,5
0.798558954132949,1,5
0.818511617090089,2,5
0.850827102847987,1,5
0.863536634377808,1,5
0.827801973186199,1,5
0.804227687053104,1,5
0.816229462504506,1,5
0.823978156458022,1,5
0.805218383189179,2,5
0.763645975662168,1,5
0.790391336312494,2,5
0.811940825999539,2,5
0.794574044495464,1,5
0.840183055567893,1,5
0.82246860252866,2,5
0.830867212074578,2,5
0.804673264996015,2,5
0.828607430363441,2,5
0.84927911649513,2,5
0.792372850319097,1,5
0.848839159625852,2,5
0.793672389357492,2,5
0.794808593885162,1,5
0.768392812330089,2,5
0.827014385169962,2,5
0.795568728667252,2,5
0.831938270350956,2,5
0.81801700177602,2,5
0.827292937038619,1,5
0.822475266218465,1,5
0.848303445786103,1,5
0.817564351465253,1,5
0.857717083414793,2,5
0.801179804400629,2,5
0.794901315307554,1,5
0.821782886387986,2,5
0.810890932511094,2,5
0.768933902861093,2,5
0.837377449314766,1,5
0.820102970910455,1,5
0.822100871487764,2,5
0.860351819768306,1,5
0.816419192990608,2,5
0.791870400413163,1,5
0.813482661780804,2,5
0.810938954016372,2,5
0.841999772706915,1,5
0.872465181479058,1,5
0.839394641282869,2,5
0.748703489741541,2,5
0.808117204731407,1,5
0.805266731897602,1,5
0.80466242581617,1,5
0.797895670260192,2,5
0.819943957124704,1,5
0.848748076576941,1,5
0.816007769018031,2,5
0.839377976875137,2,5
0.820554340253804,2,5
0.808416868440449,2,5
0.816532200658871,2,5
0.86335219006408,2,5
0.796581205582558,1,5
0.813757784570927,1,5
0.840150774402948,2,5
0.873484778232312,1,5
0.767588168518955,1,5
0.856129562277583,1,5
0.788094725876293,2,5
0.876441339207333,2,5
0.807787930755892,2,5
0.849150151999179,2,5
0.75538457697367,1,5
0.757663503545662,1,5
0.786255039156239,2,5
0.714967273811377,2,5
0.789525257495725,2,5
0.740439191892549,2,5
0.779650400719739,2,5
0.773852100512475,1,5
0.825774204815933,2,5
0.850785218076366,2,5
0.739048947367772,1,5
0.822025606917572,2,5
0.744283594471953,2,5
0.815319205425719,1,5
0.807186734617383,1,5
0.82298151507777,2,5
0.838224288374631,2,5
0.817620817099188,1,5
0.845232585930924,1,5
0.720793462134023,1,5
0.730780195506336,2,5
0.838746603005581,2,5
0.766455641854755,2,5
0.828840089903635,2,5
0.811108915684505,1,5
0.756861726323126,1,5
0.827755548202309,1,5
0.752676049641431,1,5
0.806417253403828,1,5
0.845452758901481,2,5
0.760466894800414,1,5
0.826309692515952,1,5
0.804465668991751,1,5
0.824897140704294,2,5
0.764545317698085,1,5
0.820553261615324,2,5
0.798359142604782,1,5
0.797654308364658,1,5
0.797201238950729,2,5
0.825494739999261,1,5
0.795390965506286,1,5
0.769408129313129,2,5
0.809383402220138,1,5
0.746523212949416,1,5
0.801867951445815,1,5
0.773990106342696,2,5
0.802481672219973,2,5
0.808292974637646,2,5
0.756356407971432,1,5
0.81205130792267,1,5
0.791261738882427,1,5
0.729630074890179,1,5
0.797248711953371,2,5
0.7354411367246,2,5
0.787813709405971,2,5
0.789147748517322,2,5
0.792752311968974,1,5
0.785825332945026,2,5
0.821340282431606,1,5
0.794036713796616,1,5
0.800042651971356,1,5
0.709704497187995,1,5
0.816969617415738,1,5
0.782924610981997,2,5
0.821722765044868,1,5
0.712696968907871,2,5
0.813545700911913,2,5
0.775374764154501,1,5
0.810130511182634,2,5
0.831943251341541,2,5
0.754822115793968,1,5
0.803240957168479,2,5
0.769445398572841,2,5
0.771312862677041,2,5
0.73329823610414,2,5
0.831916528709193,1,5
0.825846508878554,2,5
0.761424513827128,1,5
0.786025005553336,1,5
0.747220115161163,2,5
0.775418979829035,1,5
0.793100576252317,2,5
0.747821193037762,1,5
0.821369869975947,1,5
0.752506712246023,1,5
0.730686175915154,1,5
0.853250974907969,1,5
0.810230783024473,2,5
0.83385847683974,2,5
0.829391064505025,2,5
0.775771297218294,1,5
0.804157380798187,1,5
0.839921529344841,1,5
0.777949347563341,1,5
0.791303589184719,1,5
0.874633068461647,2,6
0.827648109602894,1,6
0.864416676533689,2,6
0.833089947812675,1,6
0.83239590926548,2,6
0.78898364746678,1,6
0.851984983553606,1,6
0.796312901300284,2,6
0.779098232965028,1,6
0.852206198544543,1,6
0.849536375620708,2,6
0.786658749479801,1,6
0.894597065661668,2,6
0.792569518241283,1,6
0.862067974613994,2,6
0.795233655869775,2,6
0.808590939570715,2,6
0.832030283049274,1,6
0.797939902735902,1,6
0.799801387281848,2,6
0.809766928807787,1,6
0.823212386112528,1,6
0.808182770778672,2,6
0.858875283693478,1,6
0.806015945617413,1,6
0.798558954132949,2,6
0.818511617090089,1,6
0.850827102847987,1,6
0.863536634377808,2,6
0.827801973186199,2,6
0.804227687053104,2,6
0.816229462504506,2,6
0.823978156458022,2,6
0.805218383189179,1,6
0.763645975662168,2,6
0.790391336312494,1,6
0.811940825999539,1,6
0.794574044495464,2,6
0.840183055567893,2,6
0.82246860252866,2,6
0.830867212074578,1,6
0.804673264996015,2,6
0.828607430363441,1,6
0.84927911649513,2,6
0.792372850319097,2,6
0.848839159625852,2,6
0.793672389357492,2,6
0.794808593885162,1,6
0.768392812330089,2,6
0.827014385169962,2,6
0.795568728667252,2,6
0.831938270350956,1,6
0.81801700177602,1,6
0.827292937038619,1,6
0.822475266218465,1,6
0.848303445786103,1,6
0.817564351465253,1,6
0.857717083414793,2,6
0.801179804400629,1,6
0.794901315307554,2,6
0.821782886387986,1,6
0.810890932511094,2,6
0.768933902861093,2,6
0.837377449314766,2,6
0.820102970910455,1,6
0.822100871487764,2,6
0.860351819768306,2,6
0.816419192990608,1,6
0.791870400413163,1,6
0.813482661780804,2,6
0.810938954016372,1,6
0.841999772706915,2,6
0.872465181479058,1,6
0.839394641282869,1,6
0.748703489741541,1,6
0.808117204731407,2,6
0.805266731897602,1,6
0.80466242581617,2,6
0.797895670260192,2,6
0.819943957124704,1,6
0.848748076576941,1,6
0.816007769018031,2,6
0.839377976875137,1,6
0.820554340253804,2,6
0.808416868440449,2,6
0.816532200658871,1,6
0.86335219006408,2,6
0.796581205582558,2,6
0.813757784570927,1,6
0.840150774402948,1,6
0.873484778232312,1,6
0.767588168518955,1,6
0.856129562277583,2,6
0.788094725876293,2,6
0.876441339207333,1,6
0.807787930755892,1,6
0.849150151999179,2,6
0.75538457697367,2,6
0.757663503545662,1,6
0.786255039156239,1,6
0.714967273811377,1,6
0.789525257495725,2,6
0.740439191892549,1,6
0.779650400719739,1,6
0.773852100512475,1,6
0.825774204815933,1,6
0.850785218076366,1,6
0.739048947367772,2,6
0.822025606917572,2,6
0.744283594471953,2,6
0.815319205425719,2,6
0.807186734617383,2,6
0.82298151507777,2,6
0.838224288374631,1,6
0.817620817099188,2,6
0.845232585930924,1,6
0.720793462134023,1,6
0.730780195506336,1,6
0.838746603005581,1,6
0.766455641854755,2,6
0.828840089903635,1,6
0.811108915684505,1,6
0.756861726323126,1,6
0.827755548202309,2,6
0.752676049641431,1,6
0.806417253403828,1,6
0.845452758901481,2,6
0.760466894800414,2,6
0.826309692515952,1,6
0.804465668991751,2,6
0.824897140704294,2,6
0.764545317698085,1,6
0.820553261615324,2,6
0.798359142604782,1,6
0.797654308364658,1,6
0.797201238950729,1,6
0.825494739999261,1,6
0.795390965506286,2,6
0.769408129313129,2,6
0.809383402220138,1,6
0.746523212949416,2,6
0.801867951445815,1,6
0.773990106342696,2,6
0.802481672219973,2,6
0.808292974637646,1,6
0.756356407971432,2,6
0.81205130792267,2,6
0.791261738882427,1,6
0.729630074890179,1,6
0.797248711953371,1,6
0.7354411367246,2,6
0.787813709405971,1,6
0.789147748517322,2,6
0.792752311968974,2,6
0.785825332945026,1,6
0.821340282431606,2,6
0.794036713796616,2,6
0.800042651971356,2,6
0.709704497187995,2,6
0.816969617415738,1,6
0.782924610981997,2,6
0.821722765044868,2,6
0.712696968907871,2,6
0.813545700911913,2,6
0.775374764154501,1,6
0.810130511182634,2,6
0.831943251341541,2,6
0.754822115793968,2,6
0.803240957168479,1,6
0.769445398572841,1,6
0.771312862677041,2,6
0.73329823610414,2,6
0.831916528709193,1,6
0.825846508878554,2,6
0.761424513827128,2,6
0.786025005553336,2,6
0.747220115161163,1,6
0.775418979829035,1,6
0.793100576252317,1,6
0.747821193037762,1,6
0.821369869975947,1,6
0.752506712246023,1,6
0.730686175915154,1,6
0.853250974907969,2,6
0.810230783024473,1,6
0.83385847683974,2,6
0.829391064505025,1,6
0.775771297218294,1,6
0.804157380798187,2,6
0.839921529344841,2,6
0.777949347563341,1,6
0.791303589184719,2,6
0.874633068461647,2,7
0.827648109602894,2,7
0.864416676533689,2,7
0.833089947812675,1,7
0.83239590926548,1,7
0.78898364746678,2,7
0.851984983553606,2,7
0.796312901300284,1,7
0.779098232965028,2,7
0.852206198544543,1,7
0.849536375620708,1,7
0.786658749479801,1,7
